email_docente,codigo_asignatura,seccion,semestre,sala,dia_semana,hora_inicio,hora_fin
,PRIMAUX,SECCI,2026-2,SB-014,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-017,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,SALUDMENTAL,SECCI,2026-2,SB-016,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
,BSS2111,2025,2026-2,,,,
