nombre,tipo,sku,codigo_barras,descripcion,stock_actual,stock_minimo,costo_unitario,sala,categoria
EVALUACIÓN (1) 10%,implemento,,,Cant. por semestre:  | Semana: Semana 6,,,,TENS,Técnicas básicas
Fantoma adultos básicos,implemento,,,Cant. por semestre:  | Semana: Semana 7,,,,TENS,Técnicas básicas
EVALUACIÓN (1) 10%,insumo,,,Cant. por taller:  | Semana: Semana 6,,,,TENS,Técnicas básicas
Camas,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Biombios,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Sábanas,insumo,,,Cant. por taller: 6.0 | Semana: Semana 7,6.0,,,TENS,Técnicas básicas
Colchas,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,Técnicas básicas
Fantoma adulto básico,implemento,,,Cant. por semestre:  | Semana: Semana 8,,,,TENS,Técnicas básicas
Fantoma lactante menor,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Riñón,insumo,,,Cant. por taller: 3.0 | Semana: Semana 8,3.0,,,TENS,Técnicas básicas
Bolsa de tórulas de algodón,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Fantoma básico adulto,implemento,,,Cant. por semestre:  | Semana: Semana 9,,,,TENS,Técnicas básicas
Gasas estériles 5x5 cm,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Biombos,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Ampollas de SF 10 cc,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Caja de guantes de proce M,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
EVALUACIÓN (2) 30%,implemento,,,Cant. por semestre:  | Semana: Semana 10,,,,TENS,Técnicas básicas
Bajalenguas,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Jarro graduado,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Brazos punción adulto,implemento,,,"Cant. por semestre:  | Semana: Semana 11, 12 y 13",,,,TENS,Técnicas básicas
Toalla nova,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
EVALUACIÓN (3) 10%,implemento,,,Cant. por semestre:  | Semana: Semana 14,,,,TENS,Técnicas básicas
Bolsa de torulas de aseo,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Taller Recuperativo,implemento,,,Cant. por semestre:  | Semana: Semana 15,,,,TENS,Técnicas básicas
Lavatorio,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 16,,,,TENS,Técnicas básicas
Toalla de género adulto,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 17,,,,TENS,Técnicas básicas
Jarros graduados,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
EXAMEN TRANSVERSAL,implemento,,,Cant. por semestre:  | Semana: Semana 18,,,,TENS,Técnicas básicas
Sabanas,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Técnicas básicas
Chatas,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Pecheras desechables,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Caja guantes proce. S-M-L,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Paquete de compresas,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Toalla nova,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
EVALUACIÓN (2) 30%,insumo,,,Cant. por taller:  | Semana: Semana 10,,,,TENS,Técnicas básicas
Caja de guantes proce (S-M-L),insumo,,,"Cant. por taller: 1.0 | Semana: Semana 11, 12 y 13",1.0,,,TENS,Técnicas básicas
Jeringas de 10 cc,insumo,,,Cant. por taller: 20.0 | Semana: ,20.0,,,TENS,Técnicas básicas
Agujas de Venojet,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Ligas,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Camisas de Venojet,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Mariposas,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Frascos alcohol al 70%,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Tela Transport,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Jeringas de 5 cc,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Alcohol pad,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Técnicas básicas
Ordenes de exámenes,insumo,,,Cant. por taller: 20.0 | Semana: ,20.0,,,TENS,Técnicas básicas
Tubos de toma muestra sanguínea,insumo,,,Cant. por taller: 20.0 | Semana: ,20.0,,,TENS,Técnicas básicas
Bolsa tórulas de algodón,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
EVALUACIÓN (3) 10%,insumo,,,Cant. por taller:  | Semana: Semana 14,,,,TENS,Técnicas básicas
Taller Recuperativo,insumo,,,Cant. por taller:  | Semana: Semana 15,,,,TENS,Técnicas básicas
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 16,,,,TENS,Técnicas básicas
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 17,,,,TENS,Técnicas básicas
EXAMEN TRANSVERSAL,insumo,,,Cant. por taller:  | Semana: Semana 18,,,,TENS,Técnicas básicas
Alcohol etílico 70%,insumo,,,Cant. por taller: 2.0 | Semana: Semana 6,2.0,,,TENS,Primeros auxilios
Fantoma adulto,implemento,,,Cant. por semestre:  | Semana: Semana 6,,,,TENS,Primeros auxilios
"Ampolla de suero fisiologico 0,9 % 10ml o 20 ml",insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Tijeras,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
"Suero fisiológico 0,9  500ml",insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Aposito de 5x5,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Aposito de 10x10,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Vendas elastomul,insumo,,,Cant. por taller: 14.0 | Semana: ,14.0,,,TENS,Primeros auxilios
Vendas cohesiva,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Clorhexidina 0.12%,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Bolsa Algodón tórulas redonda,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Tela micropore,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Alcohol gel,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
bolsas de desechos pequeña,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Tela transpore,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 7,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 7,,,,TENS,Primeros auxilios
Cartón,insumo,,,Cant. por taller: 2.0 | Semana: Semana 8,2.0,,,TENS,Primeros auxilios
Fantoma Politrauma,implemento,,,Cant. por semestre:  | Semana: Semana 8,,,,TENS,Primeros auxilios
Venda elastomul,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Venda de tela,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Feruka,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Paño,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Tabla,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Tela  micropore,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Algodon en rollo,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Bajalenguas,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 9,,,,TENS,Primeros auxilios
EVALUAC1ÓN,implemento,,,Cant. por semestre:  | Semana: Semana 9,,,,TENS,Primeros auxilios
Paño,insumo,,,Cant. por taller: 2.0 | Semana: Semana 10,2.0,,,TENS,Primeros auxilios
Colchoneta,implemento,,,Cant. por semestre:  | Semana: Semana 10,,,,TENS,Primeros auxilios
Cronometro / reloj,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Fantoma adulto,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 11,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 11,,,,TENS,Primeros auxilios
Alcohol PAD,insumo,,,Cant. por taller: 10.0 | Semana: Semana 12,10.0,,,TENS,Primeros auxilios
Fantoma RCP pediatrico,implemento,,,Cant. por semestre:  | Semana: Semana 12,,,,TENS,Primeros auxilios
Boquillas,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Colchoneta,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Fantoma RCP adulto,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Camas,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
DEA,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Biombios,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 13,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 13,,,,TENS,Primeros auxilios
Recuperativas,insumo,,,Cant. por taller:  | Semana: Semana 14,,,,TENS,Primeros auxilios
Recuperativas,implemento,,,Cant. por semestre:  | Semana: Semana 14,,,,TENS,Primeros auxilios
Recuperativas,insumo,,,Cant. por taller:  | Semana: Semana 15,,,,TENS,Primeros auxilios
Recuperativas,implemento,,,Cant. por semestre:  | Semana: Semana 15,,,,TENS,Primeros auxilios
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 16,,,,TENS,Primeros auxilios
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 16,,,,TENS,Primeros auxilios
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 17,,,,TENS,Primeros auxilios
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 17,,,,TENS,Primeros auxilios
Examen transversal,insumo,,,Cant. por taller:  | Semana: Semana 18,,,,TENS,Primeros auxilios
Examen transversal,implemento,,,Cant. por semestre:  | Semana: Semana 18,,,,TENS,Primeros auxilios
GUANTES S-M-L,insumo,,,Cant. por taller: 20.0 | Semana: 4-5,3000.0,,,TENS,BIOSEGURIDAD
PECHERAS CON MANGA LARGA,insumo,,,Cant. por taller: 10.0 | Semana: 4-5,3000.0,,,TENS,BIOSEGURIDAD
ANTIPARRAS,insumo,,,Cant. por taller: 2.0 | Semana: 4-5,10.0,,,TENS,BIOSEGURIDAD
COFIAS,insumo,,,Cant. por taller: 10.0 | Semana: 4-5,2500.0,,,TENS,BIOSEGURIDAD
MASCARILLAS DE 3 PLIEGUES,insumo,,,Cant. por taller: 10.0 | Semana: 4-5,60 CAJAS,,,TENS,BIOSEGURIDAD
MASCARILLAS KN95,insumo,,,Cant. por taller: 10.0 | Semana: 4-5,60 CAJAS,,,TENS,BIOSEGURIDAD
PAPEL GRADO,insumo,,,Cant. por taller: 10.0 | Semana: 6-7,220.0,,,TENS,BIOSEGURIDAD
CINTAS INDICADORAS,insumo,,,Cant. por taller: 2.0 | Semana: 6-7,16.0,,,TENS,BIOSEGURIDAD
BOLSAS DE PAPEL GRADO,insumo,,,Cant. por taller: 10.0 | Semana: 6-7,160.0,,,TENS,BIOSEGURIDAD
CONTENEDOR CERRADO,insumo,,,Cant. por taller: 2.0 | Semana: 6-7,12.0,,,TENS,BIOSEGURIDAD
MEDIAS ANTIEMBOLICAS,insumo,,,Cant. por taller: 2.0 | Semana: 12-13,10.0,,,TENS,BIOSEGURIDAD
depresor lingual,insumo,,,Cant. por taller: 1 caja | Semana: 2-3,1 caja,,,TENS,MANEJO DE EQUIPOS E INSUMOS
Bascula Pediatrica,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
alcohol 70%,insumo,,,Cant. por taller:  | Semana: 2-3,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
Pesa con tallimetro de pie,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
algodón,insumo,,,Cant. por taller:  | Semana: 2-3,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
podometro,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
toruleros,insumo,,,Cant. por taller:  | Semana: 2-3,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
fonendoscopio,implemento,,,Cant. por semestre: 8.0 | Semana: 2-3,8.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
guantes s-m-l,insumo,,,Cant. por taller:  | Semana: 2-3,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
esfingomanometro,implemento,,,Cant. por semestre: 10.0 | Semana: 2-3,10.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
pechera,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
cinta metrica,implemento,,,Cant. por semestre: 8.0 | Semana: 2-3,8.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
mascarillas,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
glucometro,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
siliconas de conexión para bombas de infusion,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
linterna,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
matraz de suero fisiologico,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
otoscopio,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
papel milimetrado,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
monofilamento,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
electrodos,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
termometros,implemento,,,Cant. por semestre: 8.0 | Semana: 2-3,8.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
gel conductor,insumo,,,Cant. por taller:  | Semana: 6-7,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
especulo ginecologico,implemento,,,Cant. por semestre: 4.0 | Semana: 2-3,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
gasas,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
bomba de infusion,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
apositos,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
bomba de aspiracion,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
tela transport,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
monitor multiparametro,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
tela microport,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
electrocardiografo,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
sueron fisiologicos,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
desfibrilador,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
ringer lactato,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
oximetro de puso,implemento,,,Cant. por semestre: 4.0 | Semana: 6-7,4.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
hilos de sutura,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
cajas de curacion,implemento,,,Cant. por semestre:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
bisturi,insumo,,,Cant. por taller:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
mango bisturi,implemento,,,Cant. por semestre:  | Semana: 10-11,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
cajas de suturas,implemento,,,Cant. por semestre: 8.0 | Semana: 10-11,8.0,,,TENS,MANEJO DE EQUIPOS E INSUMOS
instrumental de traumatologia,implemento,,,Cant. por semestre:  | Semana: 14-15,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
instrumental de estomago,implemento,,,Cant. por semestre:  | Semana: 14-15,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
instrumental de hicterectomia,implemento,,,Cant. por semestre:  | Semana: 14-15,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
instrumental de pato,implemento,,,Cant. por semestre:  | Semana: 14-15,,,,TENS,MANEJO DE EQUIPOS E INSUMOS
