nombre,tipo,sku,codigo_barras,descripcion,stock_actual,stock_minimo,costo_unitario,sala,categoria
"Medio de cultivo Sangre, Mc Conkey, cromo agar, Saboraud",insumo,,,Cant. por taller: 10 c/u | Semana: 12 a la 16 ,10 c/u,,,Banco de Sangre (SB-012),Microbiología para laboratorio clínico
Antiparras,insumo,,,Cant. por taller: 12.0 | Semana: TODAS,12.0,,,Banco de Sangre (SB-012),Microbiología para laboratorio clínico
bisturí,insumo,,,Cant. por taller: 4.0 | Semana: 12 a la 16 ,4.0,,,Banco de Sangre (SB-012),Microbiología para laboratorio clínico
Gradillas plásticas,insumo,,,Cant. por taller: 6.0 | Semana: 12 a la 16 ,6.0,,,Banco de Sangre (SB-012),Microbiología para laboratorio clínico
TODOS LOS INSUMOS UTILIZADOS EN EL SEMESTRE,insumo,,,Cant. por taller:  | Semana: 17.0,,,,Banco de Sangre (SB-012),Microbiología para laboratorio clínico
pecheras,insumo,,,Cant. por taller: 15.0 | Semana: Todas,15.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Centrifugas,implemento,,,Cant. por semestre: 5.0 | Semana: 7 a 15 ,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
mascarillas,insumo,,,Cant. por taller: 1 caja | Semana: Todas,1 caja,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Microscopios ópticos,implemento,,,Cant. por semestre: 2.0 | Semana: 8.0,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Guantes S, M, L",insumo,,,Cant. por taller: 1 caja c/u | Semana: Todas,1 caja c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Equipo Urit 50 (Análisis tira química orina),implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Contenedor cortopunzante,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Baño termorregulador,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
contenedor desecho biológico,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Centrifuga Microhematocrito,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
contenedor rojo,insumo,,,Cant. por taller: 4.0 | Semana: Todas ,4.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Equipo VHS,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Antiparras,insumo,,,Cant. por taller: 12.0 | Semana: TODAS ,12.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Equipo semiautomatizado URIT 50,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frasco agar Mueller Hinton,insumo,,,Cant. por taller: 2.0 | Semana: 2 a la 6,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Equipo de coagulación,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frasco agar Mac Conkey,insumo,,,Cant. por taller: 2.0 | Semana: 2 a la 6,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Equipo Coulter,implemento,,,Cant. por semestre: 1.0 | Semana: 8.0,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Trípode,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Balanzas analíticas,implemento,,,Cant. por semestre: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Rejilla de asbesto,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Balanzas digitales,implemento,,,Cant. por semestre: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pisetas con agua destilada,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Chisperos,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Guantes para el calor,insumo,,,Cant. por taller: 6.0 | Semana: 2 a la 6,6.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tubos eppendorf,insumo,,,Cant. por taller: 60.0 | Semana: 7 a la 15,60.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Gradillas de plumavit,insumo,,,Cant. por taller: 7.0 | Semana: 7 a la 15,7.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Puntas amarillas para micropipetas.,insumo,,,Cant. por taller: 40( en caja) | Semana: 2 a la 15,40( en caja),,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Puntas azules para micropipetas.,insumo,,,Cant. por taller: 40( en caja) | Semana: 2 a la 15,40( en caja),,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frascos de tinción Azul de metileno,insumo,,,Cant. por taller: 2.0 | Semana: 2 a la 6,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pipetas serológicas 10 ml,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Espátulas,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Vidrio reloj,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Vaso precipitado 50 ml, 100ml, 250ml",insumo,,,Cant. por taller: 3 c/u | Semana: 2 a la 6,3 c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Probetas 50ml, 100ml, 200ml",insumo,,,Cant. por taller: 3 c/u | Semana: 2 a la 6,3 c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Masking,insumo,,,Cant. por taller: 1.0 | Semana: TODAS,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pinzas de madera grande,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Gradillas plásticas,insumo,,,Cant. por taller: 6.0 | Semana: 7 a la 15,6.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Micropipetas p100, p200, p1000",insumo,,,Cant. por taller: 5 c/u | Semana: 2 a la 15,5 c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Contenedor plástico con detergente enzimático,insumo,,,Cant. por taller: 1.0 | Semana: TODAS,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Propipetas,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Placas Petri de plásticos,insumo,,,Cant. por taller: 20.0 | Semana: 2 a la 6,20.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Lápiz graso,insumo,,,Cant. por taller: 5.0 | Semana: TODAS,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Platillos de aluminio,insumo,,,Cant. por taller: 12.0 | Semana: 2 a la 6,12.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Brochas delgadas,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Baguetas o varilla agitadora,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Matraz Erlen Meyer 50 ml, 100 ml",insumo,,,Cant. por taller: 3 c/u  | Semana: 2 a la 6,3 c/u ,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Agua destilada,insumo,,,Cant. por taller: 1 lt | Semana: 2 a la 6,1 lt,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pipetas pasteur,insumo,,,Cant. por taller: 40.0 | Semana: TODAS,40.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Frascos con orina simulada, diferentes volúmenes y intensidad de color",insumo,,,Cant. por taller: 20.0 | Semana: 7 a la 15,20.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tubos cónicos sin tapa,insumo,,,Cant. por taller: 30.0 | Semana: 7 a la 15,30.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Talonario de orden de examen,insumo,,,Cant. por taller: 1.0 | Semana: TODAS ,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Cronómetros,insumo,,,Cant. por taller: 5.0 | Semana: 7 a la 15,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tira de análisis de orina manual,insumo,,,Cant. por taller: 3 frascos | Semana: 7 a la 15,3 frascos,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Parafilm,insumo,,,Cant. por taller: 1 rollo | Semana: 7 a la 15,1 rollo,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frasco Tiras químicas equipo URIT 50,insumo,,,Cant. por taller: 2.0 | Semana: 7 a la 15,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tira de análisis de orina automatizado,insumo,,,Cant. por taller: 2.0 | Semana: 7 a la 15,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Cubreobjetos,insumo,,,Cant. por taller: 2 cajas | Semana: 7 a la 15,2 cajas,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Portaobjetos,insumo,,,Cant. por taller: 2 cajas | Semana: 7 a la 15,2 cajas,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Gradillas plásticas ( para los tubos cónicos),insumo,,,Cant. por taller: 7.0 | Semana: 7 a la 15,7.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frascos alcohol al 70 y 96,insumo,,,Cant. por taller: 3 c/u | Semana: todas,3 c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frascos de orina limpios y estériles,insumo,,,Cant. por taller: 10.0 | Semana: 7 a la 15,10.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Probetas de 1000ml,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Bidones con orina simulada, diferentes volúmenes",insumo,,,Cant. por taller: 5.0 | Semana: 9 a la 14,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tubos Khan,insumo,,,Cant. por taller: 30.0 | Semana: 2 a la 6,30.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Tubo lila (adultos y pediátricos) con sangre simulada, diferentes volúmenes de llenado",insumo,,,Cant. por taller: 15 c/u | Semana: 7 a la 15,15 c/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
porta objetos,insumo,,,Cant. por taller: 4 cajas  | Semana: 7 a la 15,4 cajas ,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pisetas con agua destilada,insumo,,,Cant. por taller: 4.0 | Semana: 2 a la 6,4.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tubos lila nuevos,insumo,,,Cant. por taller: 10.0 | Semana: 7 a la 15,10.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Propipeta,insumo,,,Cant. por taller: 4.0 | Semana: 2 a la 6,4.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Cubre objeto 22x22 y 24x24,insumo,,,Cant. por taller: 3 CAJAS  | Semana: 7 a la 15,3 CAJAS ,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Pipeta serológica 10 ml,insumo,,,Cant. por taller: 3.0 | Semana: 2 a la 6,3.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Tubos amarillos y gris sangre simulada,insumo,,,Cant. por taller: 10.0 | Semana: 7 a la 15,10.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
"Tubo lila (adultos y pediátricos) con sangre simulada, diferentes volúmenes de llenado.",insumo,,,Cant. por taller: 15 C/u | Semana: 7 a la 15,15 C/u,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
citrato de sodio (para preparar),insumo,,,Cant. por taller:  | Semana: 2 a la 6,,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Frascos de tinción azul de metileno,insumo,,,Cant. por taller: 2.0 | Semana: 2 a la 6,2.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Soluto NaCl,insumo,,,Cant. por taller: 3.0 | Semana: 2 a la 6,3.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Ampollas de Agua destilada 10 ml,insumo,,,Cant. por taller: 10.0 | Semana: 2 a la 6,10.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Mecheros bunsen,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Glucosa en polvo,insumo,,,Cant. por taller: 1.0 | Semana: 2 a la 6,1.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Espátulas,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 6,5.0,,,Banco de Sangre (SB-012),PREPARACIÓN DE LABORATORIO CLÍNICO
Talonario de examen,insumo,,,Cant. por taller:  | Semana: TODAS,2.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
frascos de orina estéril,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Torulas Stuart,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Tórulas Cary blair,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Set de test de Graham,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Set de aseo genital (Tórulas grandes),insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Frascos con cuchara,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Set coproparasitológico,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Frascos negros,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Set de hemorragias ocultas,insumo,,,Cant. por taller: 5.0 | Semana: 8 a 17,5.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Alcohol 70°,insumo,,,Cant. por taller: 3 botellas  | Semana: 8 a 17,3 botellas ,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
cinta para rotular,insumo,,,Cant. por taller:  | Semana: 8 a 17,1.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
Pizarra,insumo,,,Cant. por taller:  | Semana: 8 a 17,1.0,,,Banco de Sangre,PREPARACIÓN DEL PACIENTE PARA LA TOMA DE MUESTRA Y FELBOTOMÍA
pecheras,insumo,,,Cant. por taller: 20.0 | Semana: Todas,20.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
centrifuga,implemento,,,Cant. por semestre: 5.0 | Semana: 4.0,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
mascarillas,insumo,,,Cant. por taller: 1 caja | Semana: Todas,1 caja,,,Banco de Sangre (SB-013),Administración para la toma de muestra
"Guantes S, M, L",insumo,,,Cant. por taller: 1 caja c/u | Semana: Todas,1 caja c/u,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Contenedor cortopunzante,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
contenedor desecho biológico,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
contenedor rojo,insumo,,,Cant. por taller: 4.0 | Semana: Todas ,4.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Gradillas plásticas,insumo,,,Cant. por taller: 10.0 | Semana: Todas ,10.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
cooler,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
unidades refrigerantes,insumo,,,Cant. por taller: 15.0 | Semana: Todas ,15.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
termómetros máxima y mínima en buen estado,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
termómetros temp. actual,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
timer,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
gradillas plumavit,insumo,,,Cant. por taller: 10.0 | Semana: Todas ,10.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
"tubos lila, negro, rojo, amarillo, verde, gris, celeste nuevos",insumo,,,Cant. por taller: una gradilla de cada color | Semana: Todas ,una gradilla de cada color,,,Banco de Sangre (SB-013),Administración para la toma de muestra
orina simulada,insumo,,,Cant. por taller: 2 lt | Semana: Todas ,2 lt,,,Banco de Sangre (SB-013),Administración para la toma de muestra
bidón con tapa,insumo,,,Cant. por taller: 6.0 | Semana: Todas ,6.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
cinta para rotular,insumo,,,Cant. por taller:  | Semana: Todas ,2.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
talonario de examen,insumo,,,Cant. por taller:  | Semana: Todas ,1.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
medio de transporte stuart,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
medio de transporte cary blair,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
frascos con deposición simulada,insumo,,,Cant. por taller: 5.0 | Semana: Todas ,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Etiquetas,insumo,,,Cant. por taller: 1 talonario | Semana: Todas,1 talonario,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Pizarra,insumo,,,Cant. por taller:  | Semana: Todas ,1.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Alcohol al 70,insumo,,,Cant. por taller: 3.0 | Semana: todas,3.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
set de coproparsitologico seriado con deposición,insumo,,,Cant. por taller: 5.0 | Semana: todas,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Contenedor desechos biológicos,insumo,,,Cant. por taller:  | Semana: todas,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
Hojas de registro,insumo,,,Cant. por taller: 20.0 | Semana: Todas,20.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
pinza kelly,insumo,,,Cant. por taller:  | Semana: todas,5.0,,,Banco de Sangre (SB-013),Administración para la toma de muestra
pecheras,insumo,,,Cant. por taller: 15.0 | Semana: ,15.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Fantomas de brazo adulto conectados a sangre simulada,implemento,,,Cant. por semestre: 5.0 | Semana: TODAS ,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
mascarillas,insumo,,,Cant. por taller: 1 caja | Semana: Todas,1 caja,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Fantomas de brazo pediátrico conectados a sangre simulada,implemento,,,Cant. por semestre: 2.0 | Semana: TODAS ,2.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
"Guantes S, M, L",insumo,,,Cant. por taller: 1 caja c/u | Semana: Todas,1 caja c/u,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Fantomas pediátrico (3 varones y 2 mujeres),implemento,,,Cant. por semestre: 5.0 | Semana: 11 a la 17,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Contenedor cortopunzante,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Fantoma de pie,implemento,,,Cant. por semestre: 3.0 | Semana: 11 a la 17,3.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
contenedor desecho biológico,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Fantoma de mano,implemento,,,Cant. por semestre: 3.0 | Semana: 11 a la 17,3.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
contenedor rojo,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Biombo,implemento,,,Cant. por semestre: 3.0 | Semana: 11 a la 17,3.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Orden de examen,insumo,,,Cant. por taller:  | Semana: Todas ,1 talonario,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Liga,insumo,,,Cant. por taller: 7.0 | Semana: 2 a la 16,7.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
mesas de punción,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 16,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
pisos,insumo,,,Cant. por taller: 5.0 | Semana: 2 a la 16,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
riñon,insumo,,,Cant. por taller: 7.0 | Semana: 2 a la 16,7.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
alcohol pad,insumo,,,Cant. por taller: 2 cajas  | Semana: 2 a la 16,2 cajas ,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
"tubos verdes, celestes, lila, negro, rojo, amarillo, gris",insumo,,,Cant. por taller: 30 c/u | Semana: 2 a la 16,30 c/u,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
frascos de orina estéril,insumo,,,Cant. por taller: 10.0 | Semana: 2 a la 16,10.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Mariposa 23G,insumo,,,Cant. por taller: 30.0 | Semana: 2 a la 16,30.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Mariposa 21G,insumo,,,Cant. por taller: 30.0 | Semana: 2 a la 16,30.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
"JERINGAS 3, 5, 10 Y 20 ml",insumo,,,Cant. por taller: 20 c/u | Semana: 2 a la 16,20 c/u,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Camisa,insumo,,,Cant. por taller: 7.0 | Semana: 2 a la 16,7.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Aguja vacutainer 22G,insumo,,,Cant. por taller: 30.0 | Semana: 2 a la 16,30.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Alcohol 70°,insumo,,,Cant. por taller: 3 botellas de litro | Semana: 2 a la 16,3 botellas de litro,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Solución de glicerina con alcohol,insumo,,,Cant. por taller: 5 botellas 250 cc | Semana: 2 a la 16,5 botellas 250 cc,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Alcohol 96°,insumo,,,Cant. por taller: 2 botellas de litro | Semana: 2 a la 16,2 botellas de litro,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
parche curitas,insumo,,,Cant. por taller: 1 caja  | Semana: 2 a la 16,1 caja ,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Recolector pediátrico,insumo,,,Cant. por taller: 20.0 | Semana: 2 a la 16,20.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Set de aseo genital (Tórulas grandes),insumo,,,Cant. por taller: 20.0 | Semana: 9 a la 16,20.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Torulas Stuart,insumo,,,Cant. por taller: 30.0 | Semana: 9 a la 16,30.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Tórulas Cary blair,insumo,,,Cant. por taller: 30.0 | Semana: 9 a la 16,30.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Tórulas de algodón,insumo,,,Cant. por taller: 1 bolsa | Semana: 9 a la 16,1 bolsa,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Set de test de Graham,insumo,,,Cant. por taller: 10.0 | Semana: 9 a la 16,10.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Frascos con cuchara,insumo,,,Cant. por taller: 20.0 | Semana: 9 a la 16,20.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
